arrival_rate,throughput
0.5,0.49391145215249294
1.3333333333333335,1.3158491134149854
2.166666666666667,2.1374639727804414
3.0,2.957063494471703
3.8333333333333335,3.7583825289604005
4.666666666666667,4.575355810638703
5.5,5.021402390038726
6.333333333333334,5.271699965866853
7.166666666666667,4.953346766208659
8.0,4.9644354552049235
