label,throughput,mean_TTFT,mean_TBT
baseline,1.4638457749393539,0.19217926866290716,0.01330471971194545
half_c,1.5450551297895139,0.17464167519498744,0.007575112386635871
double_a,1.4488429729595866,0.5044407837730227,0.023507882613555645
