K_values,sim_mean,sim_std,closed_form_capacity,empirical_capacity
1.0,4.9026105760325835,0.22315590819308342,4.9504950495049505,
2.0,5.171257559323837,0.28353787225620014,5.0761421319796955,
4.0,5.161836290796419,0.37648926622514445,5.141388174807198,
8.0,5.188622897069056,0.2730461021540475,5.174644243208279,
16.0,5.167300836635613,0.49854291965368763,5.191434133679429,
